phrase,en,id
常态,normal state,394
常温,room temperature,395
偿还,to repay,396
嫦娥,Chang'e,397
厂家,factory,398
敞开,to open wide,399
畅谈,to chat,400
畅销,to sell well,401
倡议,to suggest,402
抄袭,to plagiarize,403
钞票,paper money,404
超标,to cross the limit,405
超车,to overtake,406
超前,to be ahead of one's time,407
超速,to exceed the speed limit,408
朝代,dynasty,409
朝着,facing,410
嘲弄,to tease,411
嘲笑,to jeer at,412
吵嘴,to quarrel,413
车道,traffic lane,414
车祸,traffic accident,415
车间,workshop,416
车轮,wheel,417
车速,vehicle speed,418
车位,parking spot,419
车厢,carriage,420
车型,(a car’s) make and model,421
车轴,axle,422
扯,to pull,423
彻夜,the whole night,424
撤,to remove,425
撤换,to dismiss and replace,426
沉甸甸,heavy,427
沉淀,to settle,428
沉浸,to soak,429
沉闷,oppressive dull,430
沉迷,to be engrossed,431
沉思,to contemplate,432
沉稳,steady,433
沉着,steady,434
陈旧,old-fashioned,435
陈列,to display,436
陈述,an assertion,437
衬托,to set off,438
趁,to avail oneself of,439
趁机,to seize an opportunity,440
趁早,as soon as possible,441
趁着,while,442
称呼,to call,443
称作,to be called,444
成才,to make sth of oneself,445
成家,to settle down and get married,446
成年,to grow to adulthood,447
成年,to grow to adulthood,448
成千上万,lit. by the thousands and tens of thousands,449
成群结队,making up a group,450
成天,(coll.) all day long,451
成问题,problematic,452
成型,to become shaped,453
呈现,to appear,454
诚恳,sincere,455
诚心诚意,earnestly and sincerely,456
诚意,sincerity,457
诚挚,sincere,458
承包,to contract,459
承载,to bear the weight,460
城墙,city wall,461
乘人之危,to take advantage of sb's precarious position,462
盛,to hold,463
惩处,to punish,464
惩罚,penalty,465
澄清,clear,466
橙汁,orange juice,467
逞能,to show off one's ability,468
逞强,to show off,469
秤,steelyard,470
吃不上,unable to get anything to eat,471
吃喝玩乐,to eat,472
吃苦,to bear hardships,473
吃亏,to suffer losses,474
痴呆,imbecility,475
痴迷,infatuated,476
痴心,infatuation,477
池塘,pool,478
驰名,famous,479
迟迟,late,480
迟疑,to hesitate,481
迟早,sooner or later,482
持,to hold,483
持久,lasting,484
持之以恒,to pursue unremittingly,485
尺度,scale,486
耻辱,disgrace,487
耻笑,to sneer at sb,488
赤字,(financial) deficit,489
翅膀,wing,490
冲刺,to sprint,491
冲浪,to surf,492
冲洗,to rinse,493
冲撞,to collide,494
充,to fill,495
充当,to serve as,496
充沛,abundant,497
充实,rich,498
重播,to replay,499
重叠,to overlap,500
重返,to return to,501
重合,to match up,502
重申,to reaffirm,503
重现,to reappear,504
崇高,majestic,505
崇尚,to hold up,506
宠,to love,507
宠爱,to dote on sb,508
抽签,to perform divination with sticks,509
抽屉,drawer,510
抽象,abstract,511
仇,hatred,512
仇恨,to hate,513
仇人,foe,514
稠,dense,515
稠密,dense,516
愁眉苦脸,to look anxious,517
筹,chip,518
筹办,to arrange,519
筹备,preparations,520
筹措,to raise,521
筹划,to plan and prepare,522
筹集,to collect money,523
筹码,bargaining chip,524
丑恶,ugly,525
丑陋,ugly,526
丑闻,scandal,527
瞅,(dialect) to look at,528
出版社,publishing house,529
出厂,to leave the factory,530
出丑,shameful,531
出道,to make one's first public performance,532
出发点,starting point,533
出风头,to push oneself forward,534
出境,to leave a country or region,535
出局,to send off,536
出具,to issue (document,537
出口成章,(idiom) eloquent,538
出卖,to offer for sale,539
出毛病,a problem appears,540
出难题,to raise a tough question,541
出人意料,unexpected,542
出任,to take up a post,543
出山,to leave the mountain,544
出身,to be born of,545
出示,to show,546
出手,to dispose of,547
出头,to get out of a predicament,548
出土,to dig up,549
出息,future prospects,550
出血,to bleed,551
出演,to appear,552
出洋相,to make a fool of oneself,553
出游,to go on a tour,554
出众,to stand out,555
出主意,to come up with ideas,556
出资,to fund,557
出自,to come from,558
出走,to leave home,559
初次,for the first time,560
初衷,original intention or aspiration,561
除此之外,apart from this,562
除去,to eliminate,563
除外,to exclude,564
处方,medical prescription,565
处境,situation,566
处置,to handle,567
储备,reserves,568
储蓄,to deposit money,569
触动,to touch,570
触犯,to violate,571
触觉,touch,572
触摸,to touch,573
触目惊心,lit. shocks the eye,574
揣,to put into (one's pockets,575
揣测,to guess,576
揣摩,to analyze,577
踹,to kick,578
川流不息,the stream flows without stopping,579
穿过,to pass through,580
穿小鞋,lit. to make sb wear tight shoes,581
穿越,to pass through,582
穿着,attire,583
传承,to pass on,584
传奇,legendary,585
传染,to infect,586
传染病,infectious disease,587
传人,to teach,588
传授,to impart,589
传闻,rumor,590
船舶,shipping,591
船桨,oar,592
喘,to gasp,593
喘息,to gasp for breath,594
串门,to call on sb,595
创伤,wound,596
床位,bed (in hospital,597
创,to begin,598
创始人,creator,599
吹了,failed,600
吹牛,to talk big,601
吹捧,to flatter,602
垂,to hang,603
垂头丧气,hanging one's head dispiritedly,604
捶,to beat with the fist,605
锤子,hammer,606
纯粹,pure,607
纯洁,pure,608
纯朴,variant of 淳朴,609
醇厚,mellow and rich,610
蠢,stupid,611
戳,to jab,612
绰号,nickname,613
瓷,chinaware,614
瓷器,chinaware,615
辞,to resign,616
辞呈,(written) resignation,617
辞去,to resign,618
辞退,to dismiss,619
慈善,benevolent,620
慈祥,kindly,621
磁带,magnetic tape,622
磁卡,magnetic card,623
磁盘,(computer) disk,624
此起彼伏,up here,625
次日,next day,626
伺候,to serve,627
刺耳,ear-piercing,628
刺骨,piercing,629
刺绣,to embroider,630
赐,to confer,631
赐教,to grant instructions,632
匆匆,hurriedly,633
匆忙,hasty,634
葱,scallion,635
从今以后,henceforward,636
从来不,never,637
从容,to go easy,638
从容不迫,calm,639
从头,anew,640
从未,never,641
从业,to practice,642
从早到晚,from morning to night,643
丛林,jungle,644
凑,to gather together,645
凑合,to bring together,646
凑巧,fortuitously,647
粗暴,rough,648
粗糙,crude,649
粗鲁,coarse,650
粗略,rough,651
粗心大意,negligent,652
促成,to facilitate,653
簇拥,to crowd around,654
窜,to flee,655
催,to urge,656
催促,to urge,657
催眠,hypnosis,658
摧毁,to destroy,659
脆弱,weak,660
翠绿,greenish-blue,661
存放,to deposit,662
存心,deliberately,663
存折,passbook,664
搓,to rub or roll between the hands or fingers,665
磋商,to consult,666
挫折,setback,667
措手不及,no time to deal with it,668
错别字,incorrectly written or mispronounced characters,669
错觉,misconception,670
错位,to misplace,671
错综复杂,tangled and complicated,672
搭乘,to ride as a passenger,673
搭建,to build,674
达标,to reach a set standard,675
答辩,to reply,676
打岔,interruption,677
打倒,to overthrow,678
打盹儿,erhua variant of 打盹,679
打交道,to come into contact with,680
打搅,to disturb,681
打捞,to salvage,682
打量,to size sb up,683
打猎,to go hunting,684
打磨,polish,685
打通,to open access,686
打仗,to fight a battle,687
打招呼,to greet sb by word or action,688
大包大揽,to take complete charge,689
大笔,"large sum your great penmanship ",690
大臣,chancellor,691
大吃一惊,to have a surprise,692
大大咧咧,carefree,693
大地,earth,694
大队,group,695
大幅度,by a wide margin,696
大公无私,selfless,697
大家庭,extended family,698
大街小巷,great streets and small alleys,699
大惊小怪,to make a fuss about nothing,700
大局,general situation,701
大款,very wealthy person,702
大面积,large area,703
大名鼎鼎,grand reputation,704
大模大样,boldly,705
大棚,greenhouse,706
大片,wide expanse,707
大气,atmosphere,708
大厦,(used in the names of grand buildings such as 百老汇大厦 Broadway Mansions,709
大数据,big data,710
大肆,wantonly,711
大体,in general,712
大体上,overall,713
大同小异,virtually the same,714
大腕儿,big name,715
大选,general election,716
大雁,wild goose,717
大意,general idea,718
大意,careless,719
大有可为,with great prospects for the future,720
大宗,large amount,721
歹徒,evildoer,722
逮,(coll.) to catch,723
代号,code name,724
代理人,agent,725
代言人,spokesperson,726
带队,lead a team,727
带路,to lead the way,728
带头,to take the lead,729
带头人,leader,730
待,to wait,731
怠工,to slacken off in one's work,732
怠慢,to slight,733
逮捕,to arrest,734
担,to undertake,735
担当,to take upon oneself,736
担负,to shoulder,737
单边,unilateral,738
单薄,weak,739
单方面,unilateral,740
单身,unmarried,741
耽搁,to tarry,742
耽误,to delay,743
胆怯,timidity,744
胆子,courage,745
但愿,if only,746
担,picul (100 catties,747
担子,carrying pole and the loads on it,748
诞辰,birthday,749
淡化,to water down,750
淡季,off season,751
蛋白质,protein,752
当即,at once,753
当今,current,754
当面,to sb's face,755
当日,on that day,756
当事人,persons involved or implicated,757
当务之急,top priority job,758
当下,immediately,759
当心,to take care,760
当着,in front of,761
当之无愧,fully deserving,762
当众,in public,763
当晚,the same evening,764
当真,to take seriously,765
荡漾,to ripple,766
档次,grade,767
导弹,guided missile,768
导航,navigation,769
导火索,fuse,770
导师,tutor,771
导向,to be oriented towards,772
岛屿,island,773
捣乱,to disturb,774
倒卖,to resell at a profit,775
倒霉,to have bad luck,776
倒塌,to collapse,777
倒下,to collapse,778
到头来,in the end,779
到位,to get to the intended location,780
倒计时,to count down,781
倒数,to count backwards,782
盗,to steal,783
盗窃,to steal,784
悼念,to grieve,785
道具,prop item,786
稻草,rice straw,787
得不偿失,the gains do not make up for the losses,788
得当,appropriate,789
得力,able,790
得失,gains and losses,791
得手,to go smoothly,792
得体,appropriate to the occasion,793
得天独厚,blessed by heaven,794
得益于,to benefit from,795
得意扬扬,variant of 得意洋洋,796
得知,to find out,797
得罪,to commit an offense,798
德,virtue,799
灯笼,lantern,800
灯泡,light bulb,801
登机,to board a plane,802
登陆,to land,803
蹬,to step on,804
凳子,stool,805
瞪,to open wide,806
低调,low pitch,807
低估,to underestimate,808
低谷,valley,809
低价,low price,810
低迷,blurred,811
低碳,low carbon,812
低下,low status,813
堤,dike,814
堤坝,dam,815
提防,to guard against,816
笛子,bamboo flute,817
抵触,to conflict,818
抵挡,to resist,819
抵消,to counteract,820
抵押,to provide as security for a loan,821
抵御,to resist,822
抵制,to resist,823
底层,ground or first floor,824
底线,to underline,825
底蕴,inside information,826
底子,base,827
地步,stage,828
地道,tunnel,829
地道,authentic,830
地段,section,831
地理,geography,832
地毯,carpet,833
地下水,groundwater,834
地狱,hell,835
地域,area,836
地质,geology,837
弟子,disciple,838
帝国,empire,839
帝国主义,imperialism,840
递交,to present,841
第一手,first-hand,842
第一线,front line,843
颠倒,to turn upside down,844
颠覆,to topple,845
巅峰,summit,846
典范,model,847
点火,to ignite,848
点击率,click-through rate,849
点评,to comment,850
点心,light refreshments,851
点缀,to decorate,852
点子,spot,853
电报,telegram,854
电铃,electric bell,855
电网,electrical network,856
电线,wire,857
电信,telecommunications,858
电讯,telecommunications,859
垫,pad,860
垫底,to put at the bottom,861
垫子,cushion,862
淀粉,starch,863
惦记,to think of,864
奠定,to establish,865
殿堂,palace,866
刁难,to be hard on sb,867
叼,to hold with one's mouth,868
雕,to carve,869
雕刻,to carve,870
雕塑,a statue,871
吊销,to suspend,872
钓鱼,to fish,873
调度,to dispatch (vehicles,874
掉队,to fall behind,875
掉头,to turn one's head,876
爹,dad,877
迭起,continuously arising,878
叠,to fold,879
丁,fourth of the ten Heavenly Stems 十天干,880
叮嘱,to warn repeatedly,881
盯,to watch attentively,882
钉子,nail,883
顶多,at most,884
顶级,top-notch,885
顶尖,peak,886
订单,(purchase) order,887
订购,to place an order,888
订婚,to get engaged,889
订立,to conclude (treaty,890
钉,to join things together by fixing them in place at one or more points,891
定金,down payment,892
定居,to settle (in some city,893
定论,final conclusion,894
定为,to set to,895
定向,to orientate,896
定心丸,tranquilizer,897
定义,definition,898
定做,to have something made to order,899
丢掉,to lose,900
丢脸,to lose face,901
丢弃,to discard,902
丢人,to lose face,903
丢失,to lose,904
东奔西走,to run this way and that,905
东道主,host,906
东张西望,to look in all directions,907
董事,board member,908
董事会,board of directors,909
董事长,chairman of the board,910
懂事,sensible,911
动不动,(typically followed by 就) apt to (lose one's temper,912
动荡,unrest,913
动感,sense of movement,914
动工,to start,915
动静,(detectable) movement,916
动脉,artery,917
动身,to go on a journey,918
动弹,to budge,919
动听,pleasant to listen to,920
动向,trend,921
动用,to utilize,922
冻结,to freeze to freeze (assets,923
栋,classifier for houses or buildings,924
栋梁,ridgepole,925
兜,pocket,926
兜儿,erhua variant of 兜,927
兜售,to hawk,928
抖,to tremble,929
陡,steep,930
斗,to fight,931
斗志,will to fight,932
豆浆,soy milk,933
豆子,bean,934
逗,to stay,935
都会,city,936
督促,to supervise and urge completion of a task,937
独,alone,938
独唱,(in singing) solo,939
独家,exclusive,940
独立自主,independent and autonomous,941
独身,unmarried,942
独一无二,unique and unmatched,943
堵塞,to clog up,944
杜绝,to put an end to,945
妒忌,to be jealous of,946
度,measure,947
度假,to go on holidays,948
渡过,to cross over,949
端正,upright,950
短缺,shortage,951
短暂,of short duration,952
段落,phase,953
断定,to conclude,954
断断续续,intermittent,955
断裂,fracture,956
堆砌,lit. to pile up,957
队形,formation,958
对白,dialogue,959
对策,countermeasure for dealing with a situation,960
对称,symmetry,961
对得起,not to let sb down,962
对联,rhyming couplet,963
对弈,to play go,964
对照,to contrast,965
对峙,to stand opposite,966
对准,to aim at,967
兑换,to convert,968
兑现,(of a check etc) to cash,969
敦促,to press,970
敦厚,genuine,971
炖,to stew,972
顿时,immediately,973
多边,multilateral,974
多功能,multi-functional,975
多亏,thanks to,976
多劳多得,work more and get more,977
多年来,for the past many years,978
多心,oversensitive,979
多余,superfluous,980
多元,poly-,981
哆嗦,to tremble,982
夺冠,to seize the crown,983
夺魁,to seize,984
躲避,to hide,985
躲藏,to conceal oneself,986
舵手,helmsman,987
堕落,to degrade,988
讹诈,to extort under false pretenses,989
俄语,Russian,990
鹅,goose,991
额外,extra,992
厄运,bad luck,993
恶,evil,994
恶化,to worsen,995
恶劣,vile,996
恶性,malignant,997
恶意,malice,998
遏制,to check,999
鳄鱼,alligator,1000
恩赐,favor,1001
恩惠,favor,1002
恩情,kindness,1003
恩怨,gratitude and grudges,1004
而已,that's all,1005
耳光,a slap on the face,1006
耳目一新,a pleasant change,1007
耳熟能详,what's frequently heard can be repeated in detail,1008
耳闻目睹,to witness personally,1009
二手车,second-hand car,1010
二氧化碳,carbon dioxide CO2,1011
发布会,news conference,1012
发财,to get rich,1013
发愁,to worry,1014
发电机,electricity generator,1015
发抖,to tremble,1016
发愤图强,to be strongly determined to succeed,1017
发光,to shine,1018
发火,to catch fire,1019
发酵,to ferment,1020
发掘,to excavate,1021
发愣,to daydream,1022
发脾气,to get angry,1023
发起人,proposer,1024
发热,to have a high temperature,1025
发誓,to vow,1026
发泄,to give vent to,1027
发扬,to develop,1028
发扬光大,to develop and promote,1029
发育,to develop,1030
发源地,place of origin,1031
发作,to flare up,1032
阀门,valve,1033
发型,hairstyle,1034
帆,sail,1035
帆船,sailboat,1036
翻番,to double,1037
翻来覆去,to toss and turn,1038
翻天覆地,sky and the earth turning upside down,1039
凡,ordinary,1040
烦闷,moody,1041
烦恼,to be worried,1042
烦躁,jittery,1043
繁华,flourishing,1044
繁忙,busy,1045
繁体字,traditional Chinese character,1046
繁重,heavy,1047
反驳,to retort,1048
反差,contrast,1049
反常,unusual,1050
反倒,but on the contrary,1051
反感,to be disgusted with,1052
反过来,conversely,1053
反击,to strike back,1054
反馈,to send back information,1055
反面,reverse side,1056
反思,to think back over sth,1057
反弹,to bounce,1058
反省,to reflect upon oneself,1059
返还,restitution,1060
犯愁,to worry,1061
饭碗,rice bowl,1062
泛滥,to be in flood,1063
范畴,category,1064
贩卖,to sell,1065
方方面面,all sides,1066
方向盘,steering wheel,1067
方言,topolect,1068
防盗,to guard against theft,1069
防盗门,security door,1070
防护,to defend,1071
防火墙,firewall,1072
防卫,to defend,1073
防汛,flood control,1074
防疫,disease prevention,1075
防御,defense,1076
妨碍,to hinder,1077
妨害,to impair,1078
房地产,real estate,1079
仿,to imitate,1080
仿制,to copy,1081
访谈,to visit and discuss,1082
纺织,spinning and weaving,1083
放过,to let off,1084
放水,to turn on the water,1085
放肆,wanton,1086
放映,to show,1087
放置,to put,1088
放纵,to indulge,1089
飞速,flying speed,1090
飞往,to fly to,1091
飞翔,to circle in the air,1092
飞跃,to leap,1093
非,to not be,1094
非得,(followed by a verb phrase,1095
非法,illegal,1096
非凡,out of the ordinary,1097
绯闻,sex scandal,1098
肥料,fertilizer,1099
肥胖,fat,1100
肥沃,fertile,1101
肥皂,soap,1102
诽谤,to slander,1103
废,to abolish,1104
废除,to abolish,1105
废话,nonsense,1106
废品,production rejects,1107
废寝忘食,to neglect sleep and forget about food,1108
废物,rubbish,1109
废墟,ruins,1110
沸沸扬扬,bubbling and gurgling,1111
沸腾,(of a liquid) to boil,1112
费劲,to require effort,1113
分辨,to distinguish,1114
分寸,propriety,1115
分担,to share (a burden,1116
分割,to cut up,1117
分红,dividend,1118
分化,to split apart,1119
分泌,to secrete,1120
分明,clear,1121
分歧,divergent,1122
分赃,to share the booty,1123
分支,branch (of company,1124
芬芳,perfume,1125
吩咐,to tell,1126
氛围,ambience,1127
坟,grave,1128
坟墓,grave,1129
焚烧,to burn,1130
粉,powder,1131
粉丝,bean vermicelli,1132
粉碎,to crush,1133
分量,quantity,1134
分外,exceptionally,1135
份额,share,1136
奋力,to do everything one can,1137
奋勇,dauntless,1138
粪,manure,1139
粪便,excrement,1140
丰富多彩,richly colorful,1141
丰厚,generous,1142
丰满,ample,1143
丰盛,rich,1144
丰硕,plentiful,1145
风波,disturbance,1146
风采,svelte,1147
风餐露宿,lit. to eat in the wind and to reside outdoors,1148
风范,air,1149
风风雨雨,trials and tribulations,1150
风和日丽,moderate wind,1151
风浪,wind and waves,1152
风力,wind force,1153
风流,distinguished and accomplished,1154
风貌,style,1155
风气,general mood,1156
风情,mien,1157
风趣,charm,1158
风沙,sand blown by wind,1159
风尚,current custom,1160
风水,feng shui,1161
风味,distinctive flavor,1162
风雨,wind and rain,1163
风云,weather,1164
风筝,kite,1165
封顶,to put a roof,1166
封建,system of enfeoffment,1167
封面,cover,1168
封锁,to blockade,1169
疯子,madman,1170
峰回路转,the mountain road twists around each new peak twisting and turning,1171
蜂蜜,honey,1172
逢,to meet by chance,1173
缝,to sew,1174
缝合,to sew together,1175
讽刺,to satirize,1176
凤凰,phoenix,1177
缝,seam,1178
否决,to veto,1179
孵化,breeding,1180
敷,to spread,1181
扶持,to help,1182
服饰,apparel,1183
服务器,server,1184
服用,to take,1185
俘获,to capture,1186
俘虏,captive,1187
浮力,buoyancy,1188
浮现,to appear before one's eyes,1189
浮躁,fickle and impatient,1190
辐射,radiation,1191
福气,good fortune,1192
抚摸,to gently caress and stroke,1193
抚恤,(of an organization that has a duty of care) to give financial support to relatives of sb who has died or suffered serious injury,1194
抚养,to foster,1195
抚养费,child support payment,1196
斧子,axe,1197
俯首,to bend one's head,1198
辅导,to give guidance,1199
腐败,corruption,1200
